Subj,IP_Address,Inst_Time,Avg_Read_Time,Outcome,Agent,Vignette,Trial,Cause,Counterfactual,Trial_time,Age,Gender,Ethnicity,Education,SES
26,117.203.121.95,30.182,58.03558333,2,1,8,2,7,1,68.178,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,1,2,9,3,7,1,59.315,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,2,1,10,18,7,1,53.534,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,2,3,11,10,7,2,51.485,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,2,1,12,1,5,2,80.061,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,2,2,13,12,5,2,61.654,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,2,1,14,9,7,1,81.465,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,2,2,15,17,3,2,39.698,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,2,3,16,24,6,2,70.967,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,1,1,17,19,6,2,39.153,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,1,3,18,15,6,2,47.491,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,2,1,19,7,7,1,47.681,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,2,3,20,4,7,1,61.063,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,1,3,21,20,7,1,58.59,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,1,3,22,6,5,2,68.521,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,1,1,23,22,6,2,51.727,29,1,3,5,5
26,117.203.121.95,30.182,58.03558333,1,3,24,14,5,2,53.273,29,1,3,5,5
27,151.213.185.134,15.909,47.628875,2,3,1,2,5,1,81.481,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,3,2,18,3,2,40.988,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,3,3,10,3,2,114.956,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,1,4,5,5,1,42.137,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,2,1,5,3,3,2,58.51,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,2,2,6,11,3,2,25.804,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,2,2,7,19,3,2,34.83,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,3,8,7,5,2,49.205,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,1,9,22,3,2,28.27,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,2,3,10,16,5,1,34.684,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,1,11,8,3,2,56.662,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,2,12,17,3,2,30.42,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,1,13,13,5,2,41.624,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,1,14,20,3,2,32.965,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,1,15,1,5,2,75.199,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,2,16,14,3,2,42.451,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,2,3,17,15,5,1,71.303,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,2,1,18,23,5,1,36.541,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,1,19,6,3,2,28.489,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,2,1,20,4,6,1,54.838,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,2,21,24,3,2,46.004,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,1,22,12,3,2,43.06,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,2,1,23,21,6,1,20.459,53,2,5,5,5
27,151.213.185.134,15.909,47.628875,1,1,24,9,5,2,48.897,53,2,5,5,5
28,24.5.7.200,28.378,60.92004167,2,2,1,12,7,1,44.212,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,1,1,2,8,6,1,70.483,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,1,1,3,21,7,1,55.833,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,2,3,4,2,3,2,71.755,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,2,3,5,19,2,2,53.095,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,2,1,6,20,5,2,50.024,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,2,1,7,6,7,1,54.211,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,1,1,8,23,6,2,46.9,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,2,3,9,13,6,1,70.699,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,1,2,10,16,1,2,78.646,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,1,2,11,3,5,1,70.183,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,1,1,12,11,1,2,55.349,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,1,2,13,14,1,2,49.642,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,2,2,14,7,7,1,42.467,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,2,1,15,17,7,1,42.584,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,2,1,16,9,6,1,57.344,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,1,2,17,22,5,2,53.14,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,2,3,18,18,2,2,57.365,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,2,3,19,5,5,2,74.338,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,1,2,20,1,2,2,120.79,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,2,3,21,24,7,1,49.508,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,2,1,22,10,7,1,49.043,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,1,2,23,4,1,2,80.811,45,1,5,2,8
28,24.5.7.200,28.378,60.92004167,1,2,24,15,6,2,60.949,45,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,1,1,8,2,1,2.029,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,1,3,2,23,3,1,1.982,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,1,3,3,1,6,2,297.231,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,2,4,6,3,2,1.598,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,1,2,5,14,3,2,1.523,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,1,1,6,16,5,2,2.213,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,3,7,24,2,2,1.436,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,1,2,8,18,2,1,2.121,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,1,9,5,6,1,2.238,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,2,10,21,2,2,0.916,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,2,11,7,6,2,1.502,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,3,12,20,6,2,1.679,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,3,13,22,6,1,2.67,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,3,14,3,5,2,315.143,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,1,2,15,2,7,1,91.341,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,1,1,16,11,2,1,1.582,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,2,17,10,5,1,1.383,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,1,1,18,19,5,1,1.441,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,2,19,13,6,1,1.119,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,1,3,20,4,3,1,3.75,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,1,21,9,6,2,1.326,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,2,22,12,5,2,3.532,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,1,3,23,17,6,2,1.885,25,1,5,2,8
29,68.218.133.44,29.22,31.095625,2,3,24,15,2,2,1.596,25,1,5,2,8
30,96.32.53.189,3.525,69.24391667,2,1,1,11,6,2,543.169,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,2,2,8,7,2,84.858,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,2,3,1,6,2,22.771,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,1,3,4,23,6,2,42.035,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,1,1,5,6,6,2,77.304,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,3,6,24,5,2,4.929,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,1,3,7,14,6,1,143.559,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,3,8,3,7,1,97.083,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,2,9,4,5,2,67.681,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,1,3,10,21,6,1,11.136,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,1,11,18,6,2,13.419,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,2,12,7,7,2,316.779,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,1,3,13,2,5,1,33.641,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,2,14,16,6,2,6.917,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,1,3,15,15,3,1,23.375,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,2,16,12,6,2,33.565,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,1,17,13,3,2,7.399,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,1,2,18,19,7,2,27.169,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,1,2,19,9,7,2,26.996,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,1,2,20,17,3,2,7.972,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,2,21,10,6,1,6.773,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,3,22,20,5,2,21.401,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,2,23,5,7,1,33.112,23,2,5,4,5
30,96.32.53.189,3.525,69.24391667,2,2,24,22,7,2,3.974,23,2,5,4,5
31,190.42.110.54,3.71,39.748875,2,2,1,10,6,1,28.36,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,2,1,2,11,7,1,25.135,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,2,1,3,20,7,1,40.088,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,1,1,4,15,5,2,25.793,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,1,3,5,1,6,2,109.526,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,2,2,6,16,6,1,23.761,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,2,1,7,8,7,1,36.562,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,1,1,8,6,5,2,92.616,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,2,2,9,3,7,2,34.779,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,1,1,10,13,7,1,32.792,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,2,2,11,24,7,1,28.035,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,1,1,12,14,7,1,31.701,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,1,3,13,4,1,2,55.862,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,1,3,14,7,7,1,39.267,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,2,3,15,9,6,2,32.82,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,2,1,16,18,7,1,28.183,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,1,2,17,5,7,2,37.333,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,1,2,18,2,7,2,59.448,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,1,3,19,17,7,1,30.833,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,2,1,20,21,7,1,27.283,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,2,2,21,23,7,1,29.796,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,2,3,22,12,7,1,30.11,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,2,3,23,19,7,1,38.873,52,2,5,5,6
31,190.42.110.54,3.71,39.748875,2,1,24,22,7,1,26.089,52,2,5,5,6
32,122.164.140.198,33.279,51.83758333,1,1,1,13,4,1,34.936,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,2,3,2,16,3,2,38.673,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,2,3,3,20,4,1,54.054,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,1,2,4,1,6,1,87.897,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,2,1,5,21,6,1,42.848,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,1,2,6,19,3,1,42.585,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,2,2,7,15,5,1,41.558,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,2,1,8,17,7,2,39.172,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,2,1,9,22,7,2,47.23,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,1,3,10,14,6,2,44.556,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,1,2,11,9,4,1,74.897,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,1,3,12,18,6,2,46.829,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,2,2,13,6,3,2,47.055,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,1,1,14,7,7,1,41.725,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,1,1,15,11,4,1,51.65,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,1,3,16,4,6,2,81.684,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,2,1,17,23,7,1,43.426,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,1,3,18,24,7,2,47.34,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,1,2,19,3,2,2,72.933,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,2,3,20,5,6,1,59.358,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,2,3,21,12,7,1,50.604,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,1,1,22,10,6,1,48.443,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,2,1,23,2,7,1,51,34,1,3,6,5
32,122.164.140.198,33.279,51.83758333,2,3,24,8,1,2,48.584,34,1,3,6,5
33,108.15.198.22,221.888,138.97825,2,3,1,8,7,1,85.594,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,1,2,15,6,2,78.044,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,1,3,10,7,1,129.082,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,2,1,4,13,6,1,266.226,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,1,5,9,4,2,142.034,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,3,6,21,7,2,26.668,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,2,7,6,7,1,157.075,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,3,8,4,4,2,299.401,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,1,9,14,4,2,93.767,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,2,10,22,6,1,42.47,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,1,11,24,7,2,27.556,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,2,3,12,19,7,1,55.165,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,2,1,13,11,7,1,176.777,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,2,3,14,7,4,2,134.156,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,3,15,18,4,1,38.675,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,2,2,16,2,1,2,98.44,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,1,17,17,7,2,23.518,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,2,3,18,5,2,2,412.088,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,2,3,19,1,4,2,398.336,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,2,2,20,12,1,2,94.419,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,3,21,3,7,1,180.664,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,2,22,16,4,2,185.658,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,2,23,20,1,2,135.583,34,2,5,4,4
33,108.15.198.22,221.888,138.97825,1,2,24,23,7,2,52.924,34,2,5,4,4
34,74.193.106.93,32.37,66.29029167,1,3,1,21,1,2,81.795,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,2,2,6,1,2,70.992,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,2,3,15,1,2,76.872,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,1,1,4,12,2,2,60.472,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,3,5,14,1,2,68.665,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,1,6,4,7,1,53.552,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,1,3,7,23,7,1,67.603,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,2,8,5,3,2,62.163,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,1,3,9,10,7,1,62.311,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,2,10,7,5,1,74.452,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,3,11,8,7,1,78.067,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,1,2,12,20,1,2,52.901,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,3,13,18,1,2,48.831,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,1,14,2,7,1,80.392,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,1,15,17,7,1,48.362,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,3,16,11,1,2,86.433,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,1,3,17,22,7,1,76.141,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,1,18,24,7,1,54.346,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,1,1,19,16,1,2,49.869,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,1,1,20,13,1,2,49.061,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,1,2,21,9,5,1,57.857,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,2,22,1,1,2,64.047,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,2,2,23,19,1,2,51.455,31,2,5,4,6
34,74.193.106.93,32.37,66.29029167,1,1,24,3,1,2,96.488,31,2,5,4,6
35,71.218.160.158,20.075,48.10129167,1,2,1,23,6,2,37.831,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,1,2,2,3,2,2,46.068,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,1,2,3,20,7,2,48.301,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,1,3,4,8,6,2,43.218,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,3,5,19,7,2,47.9,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,3,6,5,6,2,34.761,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,3,7,15,6,1,40.981,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,3,8,6,5,2,51.234,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,3,9,7,6,1,53.59,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,1,10,4,6,2,51.896,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,1,11,13,7,2,36.395,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,1,12,17,7,1,57.084,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,1,2,13,21,6,2,28.534,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,1,14,1,6,2,64.108,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,2,15,2,3,1,60.644,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,1,1,16,14,7,1,50.122,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,2,17,16,7,2,45.084,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,2,18,9,6,1,50.247,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,1,19,24,7,1,42.818,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,2,20,22,7,2,29.8,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,1,1,21,11,6,2,69.277,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,1,22,18,7,1,46.567,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,1,1,23,12,6,1,62.473,76,1,5,2,7
35,71.218.160.158,20.075,48.10129167,2,2,24,10,6,2,35.514,76,1,5,2,7
36,98.209.3.140,11.389,22.31145833,1,1,1,14,1,2,19.309,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,2,2,2,24,5,2,17.986,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,2,2,3,13,7,1,18.087,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,2,2,4,15,7,1,21.693,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,1,5,22,5,2,19.076,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,1,6,8,5,2,20.807,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,1,7,1,7,1,34.649,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,2,8,10,5,2,28.922,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,2,9,18,7,2,18.201,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,3,10,17,5,2,21.428,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,2,11,7,5,2,23.212,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,2,2,12,21,7,2,25.651,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,1,13,5,7,2,23.514,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,2,14,4,7,1,25.75,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,2,15,2,7,2,22.976,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,2,1,16,3,6,1,22.735,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,2,3,17,6,6,2,28.644,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,1,18,9,4,2,25.719,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,2,3,19,23,6,2,13.411,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,2,20,12,6,2,19.239,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,2,1,21,19,6,2,20.367,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,1,22,16,5,2,23.806,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,3,23,11,7,1,22.215,28,2,5,4,10
36,98.209.3.140,11.389,22.31145833,1,3,24,20,6,2,16.375,28,2,5,4,10
37,76.179.52.69,11.491,25.53045833,2,2,1,13,6,1,21.183,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,1,2,2,24,1,2,20.667,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,1,2,3,10,7,1,23.253,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,2,1,4,7,4,1,23.019,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,2,2,5,20,1,2,20.267,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,1,1,6,8,2,2,24.406,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,1,3,7,2,6,1,30.97,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,2,1,8,4,7,2,25.525,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,2,1,9,18,7,1,25.67,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,1,2,10,22,1,2,23.916,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,2,3,11,9,7,1,25.641,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,2,2,12,6,6,2,27.65,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,1,1,13,14,1,2,24.996,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,1,1,14,12,1,2,23.658,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,1,3,15,21,1,2,25.124,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,2,2,16,23,6,1,19.837,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,1,3,17,17,7,1,26.149,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,2,1,18,3,2,2,31.098,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,2,2,19,11,2,2,22.914,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,1,3,20,5,7,1,25.718,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,2,1,21,16,7,1,22.31,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,2,2,22,1,7,1,38.357,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,1,1,23,15,4,2,32.239,24,1,5,4,9
37,76.179.52.69,11.491,25.53045833,2,2,24,19,2,2,21.997,24,1,5,4,9
38,209.65.60.62,5.877,22.63729167,1,3,1,11,2,2,24.496,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,1,1,2,23,6,1,3.49,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,1,1,3,5,2,2,29.762,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,2,3,4,19,6,2,5.181,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,2,1,5,7,7,1,20.768,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,2,2,6,3,2,2,51.339,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,1,2,7,12,6,2,23.859,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,2,2,8,22,6,1,2.247,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,1,1,9,16,6,2,91.365,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,2,1,10,1,5,1,30.603,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,2,2,11,20,6,1,2.707,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,1,1,12,2,6,2,19.841,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,2,1,13,15,7,1,35.212,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,2,2,14,9,6,1,25.589,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,1,1,15,21,5,1,5.253,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,1,2,16,8,2,2,21.528,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,2,2,17,10,6,2,26.874,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,1,1,18,6,6,2,16.208,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,1,1,19,24,5,2,3.538,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,2,3,20,18,5,1,5.695,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,1,2,21,14,6,1,18.117,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,2,1,22,13,7,1,36.554,21,2,5,4,5
38,209.65.60.62,5.877,22.63729167,2,1,23,4,6,1,14.778,21,2,5,4,5
