"subj","condition","cause","vign","knowledge","outcome","norm"
"R_Ab2xg2MwPtJ2uNr","RIB",5,10,"Ignorance","Bad Outcome","Rationality"
"R_2tsr3IMZZZmu8j7","RIB",3,10,"Ignorance","Bad Outcome","Rationality"
"R_sBxLDEtrhuhNhHr","RIB",4,10,"Ignorance","Bad Outcome","Rationality"
"R_1gHDsO0nNiXRFFg","RIB",2,10,"Ignorance","Bad Outcome","Rationality"
"R_3HouVtrG4MHmstv","RIB",6,10,"Ignorance","Bad Outcome","Rationality"
"R_pa7PJoJkMI2R1Xb","RIB",4,10,"Ignorance","Bad Outcome","Rationality"
"R_R9VMB27bkUrh5Dz","RIB",6,10,"Ignorance","Bad Outcome","Rationality"
"R_1Gy4qLlgNT8TLyi","RIB",2,10,"Ignorance","Bad Outcome","Rationality"
"R_ymfgN6eeC2D56Qp","RIB",2,10,"Ignorance","Bad Outcome","Rationality"
"R_2EgZgOKousZ5gQd","RIB",3,10,"Ignorance","Bad Outcome","Rationality"
"R_1psbDnC86SMKqLF","RIB",1,10,"Ignorance","Bad Outcome","Rationality"
"R_2qDYSHGCe6NJbwV","RIB",3,10,"Ignorance","Bad Outcome","Rationality"
"R_3en13rtohCNzfdm","RIB",1,10,"Ignorance","Bad Outcome","Rationality"
"R_2dLp2F09dt3Hyb8","RIB",2,10,"Ignorance","Bad Outcome","Rationality"
"R_bmvHIpDeKEtK8Ct","RIB",7,10,"Ignorance","Bad Outcome","Rationality"
"R_2OHF0g0x8vRHkKm","RIB",2,10,"Ignorance","Bad Outcome","Rationality"
"R_T0Bb72ebhwrqdTH","RIB",3,10,"Ignorance","Bad Outcome","Rationality"
"R_27erXg8m0NLzg4G","RIB",1,10,"Ignorance","Bad Outcome","Rationality"
"R_pACj46av4J5QKkN","RIB",1,10,"Ignorance","Bad Outcome","Rationality"
"R_Rnb4jHDN9SMgRFf","RIB",2,10,"Ignorance","Bad Outcome","Rationality"
"R_3OiR0Od33MuZNhg","RIB",5,10,"Ignorance","Bad Outcome","Rationality"
"R_2bUzt3glVBmuTKT","RIB",5,10,"Ignorance","Bad Outcome","Rationality"
"R_WewcJEbGnNM4e6B","RIB",2,10,"Ignorance","Bad Outcome","Rationality"
"R_2qDXBSjg5oNXYG1","RIB",1,10,"Ignorance","Bad Outcome","Rationality"
"R_2xPPT68ZD2cCdCh","RIB",1,10,"Ignorance","Bad Outcome","Rationality"
"R_2cpVe54vh0S9WZf","RIB",6,11,"Ignorance","Bad Outcome","Rationality"
"R_W7qSRp02JiEp8D7","RIB",4,11,"Ignorance","Bad Outcome","Rationality"
"R_24B5lPuhJV6qo7q","RIB",7,11,"Ignorance","Bad Outcome","Rationality"
"R_573ddSfN4F8ClSV","RIB",5,11,"Ignorance","Bad Outcome","Rationality"
"R_1duVPQxVjrpg2Hr","RIB",7,11,"Ignorance","Bad Outcome","Rationality"
"R_2380mvcuqN1cRUh","RIB",4,11,"Ignorance","Bad Outcome","Rationality"
"R_zSxiX6h0F32Hbix","RIB",4,11,"Ignorance","Bad Outcome","Rationality"
"R_u3mZgdE5EmlnFyp","RIB",7,11,"Ignorance","Bad Outcome","Rationality"
"R_3lqC30GxdeQftW9","RIB",7,11,"Ignorance","Bad Outcome","Rationality"
"R_1BPi1CzDcKKEgJ7","RIB",6,11,"Ignorance","Bad Outcome","Rationality"
"R_1QYrsywNCa55XuV","RIB",2,11,"Ignorance","Bad Outcome","Rationality"
"R_33peqeOkQZuNdyY","RIB",4,11,"Ignorance","Bad Outcome","Rationality"
"R_3fQ6dfaer0vxRsM","RIB",5,11,"Ignorance","Bad Outcome","Rationality"
"R_6RVVURvFODNlQVH","RIB",6,11,"Ignorance","Bad Outcome","Rationality"
"R_1CBLxsYVIDAFOU0","RIB",7,11,"Ignorance","Bad Outcome","Rationality"
"R_3OesKoqEYrnf0Sr","RIB",7,11,"Ignorance","Bad Outcome","Rationality"
"R_T0Bb72ebhwrqdTH","RIB",6,11,"Ignorance","Bad Outcome","Rationality"
"R_2TyPGY4bYpdrotX","RIB",6,11,"Ignorance","Bad Outcome","Rationality"
"R_2sZxty3oPeJquT5","RIB",6,11,"Ignorance","Bad Outcome","Rationality"
"R_pACj46av4J5QKkN","RIB",7,11,"Ignorance","Bad Outcome","Rationality"
"R_2cvLdveHqFapOLD","RIB",6,11,"Ignorance","Bad Outcome","Rationality"
"R_rpWlwdtT1VbWMW5","RIB",7,11,"Ignorance","Bad Outcome","Rationality"
"R_2fJvf7yIhJls2DZ","RIB",5,11,"Ignorance","Bad Outcome","Rationality"
"R_2uEBUl8vW42ckPv","RIB",7,11,"Ignorance","Bad Outcome","Rationality"
"R_3m9mguyut5qVssf","RIB",6,11,"Ignorance","Bad Outcome","Rationality"
"R_2qDXBSjg5oNXYG1","RIB",6,11,"Ignorance","Bad Outcome","Rationality"
"R_1g0IwzbEJjwNJcd","RIB",5,11,"Ignorance","Bad Outcome","Rationality"
"R_1hT0EDXw3S1Bg02","RIB",4,12,"Ignorance","Bad Outcome","Rationality"
"R_W7qSRp02JiEp8D7","RIB",4,12,"Ignorance","Bad Outcome","Rationality"
"R_2TpkjesdjLIBiWw","RIB",7,12,"Ignorance","Bad Outcome","Rationality"
"R_3HouVtrG4MHmstv","RIB",6,12,"Ignorance","Bad Outcome","Rationality"
"R_573ddSfN4F8ClSV","RIB",5,12,"Ignorance","Bad Outcome","Rationality"
"R_1JLsL4KtG3SCGHn","RIB",5,12,"Ignorance","Bad Outcome","Rationality"
"R_3rNTHDTOZB9ar8l","RIB",6,12,"Ignorance","Bad Outcome","Rationality"
"R_z5PEB1oupEy4pYB","RIB",6,12,"Ignorance","Bad Outcome","Rationality"
"R_2BmTk2b9tDRS4j0","RIB",2,12,"Ignorance","Bad Outcome","Rationality"
"R_ah0IF43LPgzk95D","RIB",4,12,"Ignorance","Bad Outcome","Rationality"
"R_1NgKUH4AHEmZYzc","RIB",7,12,"Ignorance","Bad Outcome","Rationality"
"R_ymfgN6eeC2D56Qp","RIB",6,12,"Ignorance","Bad Outcome","Rationality"
"R_1psbDnC86SMKqLF","RIB",7,12,"Ignorance","Bad Outcome","Rationality"
"R_3fQ6dfaer0vxRsM","RIB",7,12,"Ignorance","Bad Outcome","Rationality"
"R_2P7QDiuiHXWKyHb","RIB",3,12,"Ignorance","Bad Outcome","Rationality"
"R_1CCkGU6sX8tUFhZ","RIB",5,12,"Ignorance","Bad Outcome","Rationality"
"R_3lXHlADFJldn0oG","RIB",6,12,"Ignorance","Bad Outcome","Rationality"
"R_123Y1lNiyTGvkuR","RIB",6,12,"Ignorance","Bad Outcome","Rationality"
"R_3CJaOFELGTzHaCF","RIB",1,12,"Ignorance","Bad Outcome","Rationality"
"R_3OesKoqEYrnf0Sr","RIB",7,12,"Ignorance","Bad Outcome","Rationality"
"R_yKKVqms1o43RESl","RIB",7,12,"Ignorance","Bad Outcome","Rationality"
"R_1pALeLwV6RZt8Nd","RIB",3,12,"Ignorance","Bad Outcome","Rationality"
"R_2fJvf7yIhJls2DZ","RIB",4,12,"Ignorance","Bad Outcome","Rationality"
"R_3im54uYdtSp6K75","RIB",4,12,"Ignorance","Bad Outcome","Rationality"
"R_1rxixOkMAascXm4","RIB",4,12,"Ignorance","Bad Outcome","Rationality"
"R_3NCkpKh6QruXNnj","RIB",7,12,"Ignorance","Bad Outcome","Rationality"
"R_3kCm8jrQRAMR7k5","RIB",7,13,"Ignorance","Bad Outcome","Rationality"
"R_2X67qOw8iGlfQqf","RIB",1,13,"Ignorance","Bad Outcome","Rationality"
"R_2V8fHzkU1mlywu9","RIB",5,13,"Ignorance","Bad Outcome","Rationality"
"R_wLT7EY2Znf0bqoh","RIB",4,13,"Ignorance","Bad Outcome","Rationality"
"R_1gHDsO0nNiXRFFg","RIB",6,13,"Ignorance","Bad Outcome","Rationality"
"R_3NxLMGW5vurbIqk","RIB",4,13,"Ignorance","Bad Outcome","Rationality"
"R_1U1uc4X0ucl9Mat","RIB",4,13,"Ignorance","Bad Outcome","Rationality"
"R_1FRKZlXVbMODAJ0","RIB",7,13,"Ignorance","Bad Outcome","Rationality"
"R_z5PEB1oupEy4pYB","RIB",5,13,"Ignorance","Bad Outcome","Rationality"
"R_3GiYtsszDP6zp4O","RIB",1,13,"Ignorance","Bad Outcome","Rationality"
"R_3lqC30GxdeQftW9","RIB",4,13,"Ignorance","Bad Outcome","Rationality"
"R_2eUQEMUMLilr9Ek","RIB",1,13,"Ignorance","Bad Outcome","Rationality"
"R_1luAilgwoFkZNmA","RIB",7,13,"Ignorance","Bad Outcome","Rationality"
"R_6RVVURvFODNlQVH","RIB",7,13,"Ignorance","Bad Outcome","Rationality"
"R_2P7QDiuiHXWKyHb","RIB",2,13,"Ignorance","Bad Outcome","Rationality"
"R_3j7AZJBf7iTRT3T","RIB",7,13,"Ignorance","Bad Outcome","Rationality"
"R_Xt9CeQyvKvYkvDz","RIB",5,13,"Ignorance","Bad Outcome","Rationality"
"R_2qgY8D5Mcep6LSB","RIB",5,13,"Ignorance","Bad Outcome","Rationality"
"R_1eQBbr1lnGQjYxo","RIB",7,13,"Ignorance","Bad Outcome","Rationality"
"R_1GZC3KjYRqvoYBs","RIB",5,13,"Ignorance","Bad Outcome","Rationality"
"R_rpWlwdtT1VbWMW5","RIB",7,13,"Ignorance","Bad Outcome","Rationality"
"R_1pALeLwV6RZt8Nd","RIB",6,13,"Ignorance","Bad Outcome","Rationality"
"R_1OSPICcw1kOcu8x","RIB",4,13,"Ignorance","Bad Outcome","Rationality"
"R_WewcJEbGnNM4e6B","RIB",5,13,"Ignorance","Bad Outcome","Rationality"
"R_qRb7sqzinDRS86Z","RIB",6,13,"Ignorance","Bad Outcome","Rationality"
"R_1lzMCnWGOUieQV1","RIB",7,13,"Ignorance","Bad Outcome","Rationality"
"R_3ESXNYVv8yXkf1m","RIB",4,13,"Ignorance","Bad Outcome","Rationality"
"R_2uWnFWiclkxHsdR","RIB",6,14,"Ignorance","Bad Outcome","Rationality"
"R_24B5lPuhJV6qo7q","RIB",7,14,"Ignorance","Bad Outcome","Rationality"
"R_wLT7EY2Znf0bqoh","RIB",6,14,"Ignorance","Bad Outcome","Rationality"
"R_Ab2xg2MwPtJ2uNr","RIB",4,14,"Ignorance","Bad Outcome","Rationality"
"R_573ddSfN4F8ClSV","RIB",5,14,"Ignorance","Bad Outcome","Rationality"
"R_1U1uc4X0ucl9Mat","RIB",3,14,"Ignorance","Bad Outcome","Rationality"
"R_qWT7mrr0GirDxW9","RIB",4,14,"Ignorance","Bad Outcome","Rationality"
"R_3lqC30GxdeQftW9","RIB",7,14,"Ignorance","Bad Outcome","Rationality"
"R_5irIPLM0AddGbOF","RIB",4,14,"Ignorance","Bad Outcome","Rationality"
"R_1N47ZfTDzalYlzj","RIB",7,14,"Ignorance","Bad Outcome","Rationality"
"R_33peqeOkQZuNdyY","RIB",6,14,"Ignorance","Bad Outcome","Rationality"
"R_1luAilgwoFkZNmA","RIB",5,14,"Ignorance","Bad Outcome","Rationality"
"R_3oYrx7IsI9AizOA","RIB",5,14,"Ignorance","Bad Outcome","Rationality"
"R_3en13rtohCNzfdm","RIB",7,14,"Ignorance","Bad Outcome","Rationality"
"R_3MalcHq1NNn7AAH","RIB",6,14,"Ignorance","Bad Outcome","Rationality"
"R_724ywM1GDqAVGff","RIB",4,14,"Ignorance","Bad Outcome","Rationality"
"R_suH1bjbj1tHQ2S5","RIB",2,14,"Ignorance","Bad Outcome","Rationality"
"R_Xt9CeQyvKvYkvDz","RIB",3,14,"Ignorance","Bad Outcome","Rationality"
"R_2pRnwxbt0bDbkCQ","RIB",6,14,"Ignorance","Bad Outcome","Rationality"
"R_2WxnywwNuEbwNb4","RIB",5,14,"Ignorance","Bad Outcome","Rationality"
"R_3OiR0Od33MuZNhg","RIB",4,14,"Ignorance","Bad Outcome","Rationality"
"R_Azh66rOWjniMsut","RIB",3,14,"Ignorance","Bad Outcome","Rationality"
"R_2bUzt3glVBmuTKT","RIB",4,14,"Ignorance","Bad Outcome","Rationality"
"R_WewcJEbGnNM4e6B","RIB",5,14,"Ignorance","Bad Outcome","Rationality"
"R_1rxixOkMAascXm4","RIB",5,14,"Ignorance","Bad Outcome","Rationality"
"R_3CQrBEtZ5lQIpcw","RIB",6,14,"Ignorance","Bad Outcome","Rationality"
"R_2TGf9huZmz4U0g9","RIB",2,15,"Ignorance","Bad Outcome","Rationality"
"R_pDW7Z2tWXxf2hLH","RIB",1,15,"Ignorance","Bad Outcome","Rationality"
"R_30d6TXVvJCWtFF1","RIB",6,15,"Ignorance","Bad Outcome","Rationality"
"R_2YVCOUZc8CMtApb","RIB",3,15,"Ignorance","Bad Outcome","Rationality"
"R_31ivQ3pcdPTpctX","RIB",2,15,"Ignorance","Bad Outcome","Rationality"
"R_2380mvcuqN1cRUh","RIB",3,15,"Ignorance","Bad Outcome","Rationality"
"R_qWT7mrr0GirDxW9","RIB",3,15,"Ignorance","Bad Outcome","Rationality"
"R_3dXLUOIfVgHhCQP","RIB",5,15,"Ignorance","Bad Outcome","Rationality"
"R_u3mZgdE5EmlnFyp","RIB",7,15,"Ignorance","Bad Outcome","Rationality"
"R_2eUQEMUMLilr9Ek","RIB",1,15,"Ignorance","Bad Outcome","Rationality"
"R_ZHTuiqOszhDFxFn","RIB",6,15,"Ignorance","Bad Outcome","Rationality"
"R_3oYrx7IsI9AizOA","RIB",6,15,"Ignorance","Bad Outcome","Rationality"
"R_3en13rtohCNzfdm","RIB",4,15,"Ignorance","Bad Outcome","Rationality"
"R_1FrXc9PHBSpw9oq","RIB",6,15,"Ignorance","Bad Outcome","Rationality"
"R_1CBLxsYVIDAFOU0","RIB",1,15,"Ignorance","Bad Outcome","Rationality"
"R_123Y1lNiyTGvkuR","RIB",3,15,"Ignorance","Bad Outcome","Rationality"
"R_2pRnwxbt0bDbkCQ","RIB",6,15,"Ignorance","Bad Outcome","Rationality"
"R_2TyPGY4bYpdrotX","RIB",6,15,"Ignorance","Bad Outcome","Rationality"
"R_2qjuUL2StXvHGf5","RIB",3,15,"Ignorance","Bad Outcome","Rationality"
"R_pACj46av4J5QKkN","RIB",7,15,"Ignorance","Bad Outcome","Rationality"
"R_rpWlwdtT1VbWMW5","RIB",7,15,"Ignorance","Bad Outcome","Rationality"
"R_31ivGVbNQs6sqz2","RIB",6,15,"Ignorance","Bad Outcome","Rationality"
"R_1rdoxOtIpMbE14a","RIB",3,15,"Ignorance","Bad Outcome","Rationality"
"R_2uEBUl8vW42ckPv","RIB",4,15,"Ignorance","Bad Outcome","Rationality"
"R_24vLPNyi9ZP5BYI","RIB",5,15,"Ignorance","Bad Outcome","Rationality"
"R_1FfHAYQzuH8l6rT","RIB",5,15,"Ignorance","Bad Outcome","Rationality"
"R_bIcyzXOO7YOhjhf","RIB",5,15,"Ignorance","Bad Outcome","Rationality"
"R_1hT0EDXw3S1Bg02","RIB",4,16,"Ignorance","Bad Outcome","Rationality"
"R_12AaHsymVF0r3kD","RIB",7,16,"Ignorance","Bad Outcome","Rationality"
"R_3mmD4DwZ5jzjlKd","RIB",3,16,"Ignorance","Bad Outcome","Rationality"
"R_3kCm8jrQRAMR7k5","RIB",7,16,"Ignorance","Bad Outcome","Rationality"
"R_573ddSfN4F8ClSV","RIB",5,16,"Ignorance","Bad Outcome","Rationality"
"R_zSxiX6h0F32Hbix","RIB",3,16,"Ignorance","Bad Outcome","Rationality"
"R_29mlIvWykbwXCnM","RIB",4,16,"Ignorance","Bad Outcome","Rationality"
"R_1BPi1CzDcKKEgJ7","RIB",3,16,"Ignorance","Bad Outcome","Rationality"
"R_78VfU8kqFbD46NH","RIB",4,16,"Ignorance","Bad Outcome","Rationality"
"R_1lg8l81mPP3UA5N","RIB",4,16,"Ignorance","Bad Outcome","Rationality"
"R_3fQ6dfaer0vxRsM","RIB",3,16,"Ignorance","Bad Outcome","Rationality"
"R_1Pd6NnGURFCmKUa","RIB",7,16,"Ignorance","Bad Outcome","Rationality"
"R_3Mfhd6WAAqUsWK8","RIB",2,16,"Ignorance","Bad Outcome","Rationality"
"R_1FrXc9PHBSpw9oq","RIB",6,16,"Ignorance","Bad Outcome","Rationality"
"R_suH1bjbj1tHQ2S5","RIB",1,16,"Ignorance","Bad Outcome","Rationality"
"R_3CJaOFELGTzHaCF","RIB",1,16,"Ignorance","Bad Outcome","Rationality"
"R_5cANWUuRiP2hh3r","RIB",2,16,"Ignorance","Bad Outcome","Rationality"
"R_2t9Y0p92WF9V0y8","RIB",1,16,"Ignorance","Bad Outcome","Rationality"
"R_1FkrhjYZRxQqjdb","RIB",2,16,"Ignorance","Bad Outcome","Rationality"
"R_Azh66rOWjniMsut","RIB",3,16,"Ignorance","Bad Outcome","Rationality"
"R_1Nh6HlaxDGH7Qiz","RIB",2,16,"Ignorance","Bad Outcome","Rationality"
"R_2fJvf7yIhJls2DZ","RIB",1,16,"Ignorance","Bad Outcome","Rationality"
"R_2uEBUl8vW42ckPv","RIB",4,16,"Ignorance","Bad Outcome","Rationality"
"R_C9bVRuRO9QwhgfT","RIB",2,16,"Ignorance","Bad Outcome","Rationality"
"R_1N8HoWlcRZIXsjJ","RIB",7,2,"Ignorance","Bad Outcome","Rationality"
"R_2X67qOw8iGlfQqf","RIB",1,2,"Ignorance","Bad Outcome","Rationality"
"R_1nOp86S07OpINY5","RIB",6,2,"Ignorance","Bad Outcome","Rationality"
"R_rfDOr9YwrCWSGnD","RIB",5,2,"Ignorance","Bad Outcome","Rationality"
"R_2TGf9huZmz4U0g9","RIB",3,2,"Ignorance","Bad Outcome","Rationality"
"R_2TZusYTZNboEc5A","RIB",7,2,"Ignorance","Bad Outcome","Rationality"
"R_24B5lPuhJV6qo7q","RIB",7,2,"Ignorance","Bad Outcome","Rationality"
"R_2V8fHzkU1mlywu9","RIB",5,2,"Ignorance","Bad Outcome","Rationality"
"R_2tsr3IMZZZmu8j7","RIB",6,2,"Ignorance","Bad Outcome","Rationality"
"R_3HouVtrG4MHmstv","RIB",6,2,"Ignorance","Bad Outcome","Rationality"
"R_PNyINuWCdwhp6jn","RIB",3,2,"Ignorance","Bad Outcome","Rationality"
"R_6RVVURvFODNlQVH","RIB",6,2,"Ignorance","Bad Outcome","Rationality"
"R_3oYrx7IsI9AizOA","RIB",7,2,"Ignorance","Bad Outcome","Rationality"
"R_2ScebHCzhakr6VH","RIB",5,2,"Ignorance","Bad Outcome","Rationality"
"R_2v7aWFNvkA7EDQ8","RIB",5,2,"Ignorance","Bad Outcome","Rationality"
"R_3Mfhd6WAAqUsWK8","RIB",6,2,"Ignorance","Bad Outcome","Rationality"
"R_1NyKhqJUXO4bp6s","RIB",6,2,"Ignorance","Bad Outcome","Rationality"
"R_2zoP3J0cHCiesGg","RIB",6,2,"Ignorance","Bad Outcome","Rationality"
"R_2OHF0g0x8vRHkKm","RIB",5,2,"Ignorance","Bad Outcome","Rationality"
"R_2pRnwxbt0bDbkCQ","RIB",4,2,"Ignorance","Bad Outcome","Rationality"
"R_0fDcI1J6tmbWSNX","RIB",3,2,"Ignorance","Bad Outcome","Rationality"
"R_1GZC3KjYRqvoYBs","RIB",7,2,"Ignorance","Bad Outcome","Rationality"
"R_3OiR0Od33MuZNhg","RIB",2,2,"Ignorance","Bad Outcome","Rationality"
"R_2bUzt3glVBmuTKT","RIB",1,2,"Ignorance","Bad Outcome","Rationality"
"R_zfnrBzDedic2vBL","RIB",5,2,"Ignorance","Bad Outcome","Rationality"
"R_2uEBUl8vW42ckPv","RIB",7,2,"Ignorance","Bad Outcome","Rationality"
"R_2qDXBSjg5oNXYG1","RIB",4,2,"Ignorance","Bad Outcome","Rationality"
"R_C9bVRuRO9QwhgfT","RIB",3,2,"Ignorance","Bad Outcome","Rationality"
"R_2TZusYTZNboEc5A","RIB",4,3,"Ignorance","Bad Outcome","Rationality"
"R_sBxLDEtrhuhNhHr","RIB",4,3,"Ignorance","Bad Outcome","Rationality"
"R_2YVCOUZc8CMtApb","RIB",3,3,"Ignorance","Bad Outcome","Rationality"
"R_3MmM3XBJgTiSVic","RIB",5,3,"Ignorance","Bad Outcome","Rationality"
"R_1gHDsO0nNiXRFFg","RIB",3,3,"Ignorance","Bad Outcome","Rationality"
"R_1FRKZlXVbMODAJ0","RIB",5,3,"Ignorance","Bad Outcome","Rationality"
"R_zSxiX6h0F32Hbix","RIB",3,3,"Ignorance","Bad Outcome","Rationality"
"R_uadPIK4wYtfAl7r","RIB",1,3,"Ignorance","Bad Outcome","Rationality"
"R_1JLsL4KtG3SCGHn","RIB",4,3,"Ignorance","Bad Outcome","Rationality"
"R_PNyINuWCdwhp6jn","RIB",3,3,"Ignorance","Bad Outcome","Rationality"
"R_3plgGlDMYATjG6G","RIB",4,3,"Ignorance","Bad Outcome","Rationality"
"R_78VfU8kqFbD46NH","RIB",5,3,"Ignorance","Bad Outcome","Rationality"
"R_3oYrx7IsI9AizOA","RIB",5,3,"Ignorance","Bad Outcome","Rationality"
"R_1Pd6NnGURFCmKUa","RIB",7,3,"Ignorance","Bad Outcome","Rationality"
"R_1CCkGU6sX8tUFhZ","RIB",3,3,"Ignorance","Bad Outcome","Rationality"
"R_724ywM1GDqAVGff","RIB",3,3,"Ignorance","Bad Outcome","Rationality"
"R_T0Bb72ebhwrqdTH","RIB",4,3,"Ignorance","Bad Outcome","Rationality"
"R_2qgY8D5Mcep6LSB","RIB",1,3,"Ignorance","Bad Outcome","Rationality"
"R_1GZC3KjYRqvoYBs","RIB",4,3,"Ignorance","Bad Outcome","Rationality"
"R_b33zNyLFaa8PeH7","RIB",3,3,"Ignorance","Bad Outcome","Rationality"
"R_1OK1Ea2r111i93j","RIB",5,3,"Ignorance","Bad Outcome","Rationality"
"R_1Nh6HlaxDGH7Qiz","RIB",3,3,"Ignorance","Bad Outcome","Rationality"
"R_1QbCeEijlxNJDb7","RIB",5,3,"Ignorance","Bad Outcome","Rationality"
"R_WewcJEbGnNM4e6B","RIB",6,3,"Ignorance","Bad Outcome","Rationality"
"R_2U4R9YVCRv7PyJx","RIB",7,3,"Ignorance","Bad Outcome","Rationality"
"R_1FfHAYQzuH8l6rT","RIB",6,3,"Ignorance","Bad Outcome","Rationality"
"R_2cpVe54vh0S9WZf","RIB",7,4,"Ignorance","Bad Outcome","Rationality"
"R_pDW7Z2tWXxf2hLH","RIB",1,4,"Ignorance","Bad Outcome","Rationality"
"R_2TpkjesdjLIBiWw","RIB",1,4,"Ignorance","Bad Outcome","Rationality"
"R_sBxLDEtrhuhNhHr","RIB",6,4,"Ignorance","Bad Outcome","Rationality"
"R_qK6xk189C9FtaeZ","RIB",5,4,"Ignorance","Bad Outcome","Rationality"
"R_u3mZgdE5EmlnFyp","RIB",7,4,"Ignorance","Bad Outcome","Rationality"
"R_aXWWVtQ1sWX7ail","RIB",6,4,"Ignorance","Bad Outcome","Rationality"
"R_1BPi1CzDcKKEgJ7","RIB",6,4,"Ignorance","Bad Outcome","Rationality"
"R_78VfU8kqFbD46NH","RIB",2,4,"Ignorance","Bad Outcome","Rationality"
"R_3fQ6dfaer0vxRsM","RIB",5,4,"Ignorance","Bad Outcome","Rationality"
"R_6RVVURvFODNlQVH","RIB",6,4,"Ignorance","Bad Outcome","Rationality"
"R_2ScebHCzhakr6VH","RIB",4,4,"Ignorance","Bad Outcome","Rationality"
"R_yxzOHsuSvGtkZnr","RIB",2,4,"Ignorance","Bad Outcome","Rationality"
"R_3lXHlADFJldn0oG","RIB",6,4,"Ignorance","Bad Outcome","Rationality"
"R_3GoB7ViKQOlkkNF","RIB",4,4,"Ignorance","Bad Outcome","Rationality"
"R_2dLp2F09dt3Hyb8","RIB",4,4,"Ignorance","Bad Outcome","Rationality"
"R_Xt9CeQyvKvYkvDz","RIB",3,4,"Ignorance","Bad Outcome","Rationality"
"R_2sZxty3oPeJquT5","RIB",3,4,"Ignorance","Bad Outcome","Rationality"
"R_Rnb4jHDN9SMgRFf","RIB",7,4,"Ignorance","Bad Outcome","Rationality"
"R_1OK1Ea2r111i93j","RIB",5,4,"Ignorance","Bad Outcome","Rationality"
"R_1rdoxOtIpMbE14a","RIB",3,4,"Ignorance","Bad Outcome","Rationality"
"R_3m9mguyut5qVssf","RIB",4,4,"Ignorance","Bad Outcome","Rationality"
"R_1rxixOkMAascXm4","RIB",4,4,"Ignorance","Bad Outcome","Rationality"
"R_1FfHAYQzuH8l6rT","RIB",5,4,"Ignorance","Bad Outcome","Rationality"
"R_2qEIhW1LJLQ4mbV","RIB",5,5,"Ignorance","Bad Outcome","Rationality"
"R_3Ed5IerPwhQJPn8","RIB",7,5,"Ignorance","Bad Outcome","Rationality"
"R_2cpVe54vh0S9WZf","RIB",6,5,"Ignorance","Bad Outcome","Rationality"
"R_xz1atBjzqASxMQx","RIB",6,5,"Ignorance","Bad Outcome","Rationality"
"R_573ddSfN4F8ClSV","RIB",2,5,"Ignorance","Bad Outcome","Rationality"
"R_2380mvcuqN1cRUh","RIB",3,5,"Ignorance","Bad Outcome","Rationality"
"R_2a9cjKqSNhYEDUJ","RIB",3,5,"Ignorance","Bad Outcome","Rationality"
"R_3rNTHDTOZB9ar8l","RIB",6,5,"Ignorance","Bad Outcome","Rationality"
"R_2BmTk2b9tDRS4j0","RIB",3,5,"Ignorance","Bad Outcome","Rationality"
"R_ah0IF43LPgzk95D","RIB",6,5,"Ignorance","Bad Outcome","Rationality"
"R_1NgKUH4AHEmZYzc","RIB",3,5,"Ignorance","Bad Outcome","Rationality"
"R_ZHTuiqOszhDFxFn","RIB",3,5,"Ignorance","Bad Outcome","Rationality"
"R_2WGp2Bosxrgw2VO","RIB",4,5,"Ignorance","Bad Outcome","Rationality"
"R_1Pd6NnGURFCmKUa","RIB",4,5,"Ignorance","Bad Outcome","Rationality"
"R_2ScebHCzhakr6VH","RIB",6,5,"Ignorance","Bad Outcome","Rationality"
"R_2P7QDiuiHXWKyHb","RIB",2,5,"Ignorance","Bad Outcome","Rationality"
"R_2v7aWFNvkA7EDQ8","RIB",7,5,"Ignorance","Bad Outcome","Rationality"
"R_Xt9CeQyvKvYkvDz","RIB",4,5,"Ignorance","Bad Outcome","Rationality"
"R_3OesKoqEYrnf0Sr","RIB",1,5,"Ignorance","Bad Outcome","Rationality"
"R_2t9Y0p92WF9V0y8","RIB",4,5,"Ignorance","Bad Outcome","Rationality"
"R_3gV8b7Tp51omQcF","RIB",3,5,"Ignorance","Bad Outcome","Rationality"
"R_2cvLdveHqFapOLD","RIB",6,5,"Ignorance","Bad Outcome","Rationality"
"R_1Nh6HlaxDGH7Qiz","RIB",4,5,"Ignorance","Bad Outcome","Rationality"
"R_3im54uYdtSp6K75","RIB",4,5,"Ignorance","Bad Outcome","Rationality"
"R_1OSPICcw1kOcu8x","RIB",7,5,"Ignorance","Bad Outcome","Rationality"
"R_3NCkpKh6QruXNnj","RIB",4,5,"Ignorance","Bad Outcome","Rationality"
"R_2xDAijuFkMHPdoi","RIB",6,5,"Ignorance","Bad Outcome","Rationality"
"R_3g11yW4pQXOGpPp","RIB",5,6,"Ignorance","Bad Outcome","Rationality"
"R_1nOp86S07OpINY5","RIB",7,6,"Ignorance","Bad Outcome","Rationality"
"R_rfDOr9YwrCWSGnD","RIB",5,6,"Ignorance","Bad Outcome","Rationality"
"R_2TGf9huZmz4U0g9","RIB",3,6,"Ignorance","Bad Outcome","Rationality"
"R_6f1F85QWuN84dqh","RIB",2,6,"Ignorance","Bad Outcome","Rationality"
"R_3MmM3XBJgTiSVic","RIB",6,6,"Ignorance","Bad Outcome","Rationality"
"R_1MLDOOhzfY2qI4w","RIB",5,6,"Ignorance","Bad Outcome","Rationality"
"R_2D6RnFmdYIKLDGY","RIB",5,6,"Ignorance","Bad Outcome","Rationality"
