"subj","question","condition","response","vign","knowledge","outcome","norm"
"R_1Nb78sivVT7t6j4","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_2D7GOZXVcjokPUR","moral","MIG",2,15,"Ignorance","Good Outcome","Morality"
"R_2CeVYP92B8J9CBa","moral","MIG",3,15,"Ignorance","Good Outcome","Morality"
"R_5n0pcMbiqjK1h8B","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_2eQe2N5vS0VzuL6","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_eEc8NFvfssWnOUh","moral","MIG",4,15,"Ignorance","Good Outcome","Morality"
"R_2rDypkftVvoLaqc","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_24jAeOHgczY4IBn","moral","MIG",2,15,"Ignorance","Good Outcome","Morality"
"R_27wl9xEnemWuTXg","moral","MIG",1,15,"Ignorance","Good Outcome","Morality"
"R_1GTFKbJ96SZThf1","moral","MIG",4,15,"Ignorance","Good Outcome","Morality"
"R_1hSz0Jm1UlkYLv3","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_2f7Cpx4ZrV14c3I","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_31SGa7E11qtYGmd","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_UGUiTpKFBX58nqV","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_1f9IaKdI0gZxQ3m","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_2y3LkEAghkf0N4l","moral","MIG",3,16,"Ignorance","Good Outcome","Morality"
"R_2EjjvYLoRIIqCBq","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_UMFIGTr6BLH2Qal","moral","MIG",2,16,"Ignorance","Good Outcome","Morality"
"R_1OHqE9UmAFBJb5B","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_3knNEnfwNgELtrq","moral","MIG",2,16,"Ignorance","Good Outcome","Morality"
"R_ClWAQE2QWEXK665","moral","MIG",3,16,"Ignorance","Good Outcome","Morality"
"R_2Qml6F0sgElV2vJ","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_1QF5ePps1pJim3v","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_afxGr8OkWrqX7ON","moral","MIG",7,16,"Ignorance","Good Outcome","Morality"
"R_1BRbkIKchPFswGs","moral","MIG",4,16,"Ignorance","Good Outcome","Morality"
"R_1Nb78sivVT7t6j4","moral","MIG",4,16,"Ignorance","Good Outcome","Morality"
"R_33kkkhLBam1S6pm","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_1lcmFF3SVmwpTCA","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_3h4nff7B6R88rHr","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_2RVrFXsvvbJz0Fb","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_2xKtmkxYUNToyYr","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_8filTUw4nwyQyat","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"R_27wl9xEnemWuTXg","moral","MIG",1,16,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",8,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",8,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",8,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",8,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,1,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,2,"Ignorance","Good Outcome","Morality"
"5","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,2,"Ignorance","Good Outcome","Morality"
"1","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",7,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,2,"Ignorance","Good Outcome","Morality"
"8","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"3","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,2,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"4","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",2,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"3","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"1","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"4","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,3,"Ignorance","Good Outcome","Morality"
"5","rational","MIG",1,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,4,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",2,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",7,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,4,"Ignorance","Good Outcome","Morality"
"5","rational","MIG",1,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,4,"Ignorance","Good Outcome","Morality"
"5","rational","MIG",2,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,4,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",1,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,4,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,4,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",4,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,5,"Ignorance","Good Outcome","Morality"
"4","rational","MIG",1,5,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",1,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,5,"Ignorance","Good Outcome","Morality"
"3","rational","MIG",1,5,"Ignorance","Good Outcome","Morality"
"3","rational","MIG",1,5,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",2,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,5,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",7,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,6,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",3,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",7,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,6,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,6,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,7,"Ignorance","Good Outcome","Morality"
"8","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"1","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,7,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,7,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",4,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,8,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",4,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"1","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"8","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",2,8,"Ignorance","Good Outcome","Morality"
"1","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"5","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,8,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,8,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",4,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",7,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,9,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,10,"Ignorance","Good Outcome","Morality"
"8","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,10,"Ignorance","Good Outcome","Morality"
"1","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,10,"Ignorance","Good Outcome","Morality"
"5","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"3","rational","MIG",4,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,10,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,11,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",3,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,11,"Ignorance","Good Outcome","Morality"
"8","rational","MIG",1,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",7,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,11,"Ignorance","Good Outcome","Morality"
"5","rational","MIG",2,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,11,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",4,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,11,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,12,"Ignorance","Good Outcome","Morality"
"8","rational","MIG",1,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,12,"Ignorance","Good Outcome","Morality"
"5","rational","MIG",3,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,12,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",3,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,12,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,13,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",4,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"5","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,13,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",7,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",7,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",7,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,14,"Ignorance","Good Outcome","Morality"
"8","rational","MIG",4,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",7,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,14,"Ignorance","Good Outcome","Morality"
"3","rational","MIG",1,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,14,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,14,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",2,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,15,"Ignorance","Good Outcome","Morality"
"5","rational","MIG",1,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,15,"Ignorance","Good Outcome","Morality"
"4","rational","MIG",1,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",5,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,15,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",1,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",6,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",4,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,15,"Ignorance","Good Outcome","Morality"
"6","rational","MIG",3,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,15,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,16,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,16,"Ignorance","Good Outcome","Morality"
"8","rational","MIG",1,16,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,16,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,16,"Ignorance","Good Outcome","Morality"
"","rational","MIG",3,16,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,16,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,16,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,16,"Ignorance","Good Outcome","Morality"
"","rational","MIG",2,16,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,16,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,16,"Ignorance","Good Outcome","Morality"
"","rational","MIG",1,16,"Ignorance","Good Outcome","Morality"
