"ResponseId","condCod","causation response","norm","knowledge","outcome","scenario","condition"
"R_1pol0eGkwiW2RSY","caus4.RKG","5","Rationality","Knowledge","Normal",4,"RKG"
"R_1pol0eGkwiW2RSY","caus5.MKG","7","Morality","Knowledge","Normal",5,"MKG"
"R_1pol0eGkwiW2RSY","caus6.RKG","6","Rationality","Knowledge","Normal",6,"RKG"
"R_1pol0eGkwiW2RSY","caus7.RIG","4","Rationality","Ignorance","Normal",7,"RIG"
"R_1pol0eGkwiW2RSY","caus8.RKG","6","Rationality","Knowledge","Normal",8,"RKG"
"R_1pol0eGkwiW2RSY","caus9.MIG","4","Morality","Ignorance","Normal",9,"MIG"
"R_1pol0eGkwiW2RSY","caus10.MKG","6","Morality","Knowledge","Normal",10,"MKG"
"R_1pol0eGkwiW2RSY","caus11.RIG","7","Rationality","Ignorance","Normal",11,"RIG"
"R_1pol0eGkwiW2RSY","caus12.RIG","6","Rationality","Ignorance","Normal",12,"RIG"
"R_1pol0eGkwiW2RSY","caus13.RKB","6","Rationality","Knowledge","Abnormal",13,"RKB"
"R_1pol0eGkwiW2RSY","caus14.MIG","6","Morality","Ignorance","Normal",14,"MIG"
"R_1pol0eGkwiW2RSY","caus15.MKG","6","Morality","Knowledge","Normal",15,"MKG"
"R_1pol0eGkwiW2RSY","caus16.MKG","6","Morality","Knowledge","Normal",16,"MKG"
"R_3EuNv697lcM1BKh","caus1.MKB","5","Morality","Knowledge","Abnormal",1,"MKB"
"R_3EuNv697lcM1BKh","caus2.MKG","4","Morality","Knowledge","Normal",2,"MKG"
"R_3EuNv697lcM1BKh","caus3.RKG","4","Rationality","Knowledge","Normal",3,"RKG"
"R_3EuNv697lcM1BKh","caus4.MIG","5","Morality","Ignorance","Normal",4,"MIG"
"R_3EuNv697lcM1BKh","caus5.MIG","6","Morality","Ignorance","Normal",5,"MIG"
"R_3EuNv697lcM1BKh","caus6.MKB","5","Morality","Knowledge","Abnormal",6,"MKB"
"R_3EuNv697lcM1BKh","caus7.RKG","5","Rationality","Knowledge","Normal",7,"RKG"
"R_3EuNv697lcM1BKh","caus8.RKG","5","Rationality","Knowledge","Normal",8,"RKG"
"R_3EuNv697lcM1BKh","caus9.RIG","2","Rationality","Ignorance","Normal",9,"RIG"
"R_3EuNv697lcM1BKh","caus10.RKB","3","Rationality","Knowledge","Abnormal",10,"RKB"
"R_3EuNv697lcM1BKh","caus11.MIB","5","Morality","Ignorance","Abnormal",11,"MIB"
"R_3EuNv697lcM1BKh","caus12.MKG","6","Morality","Knowledge","Normal",12,"MKG"
"R_3EuNv697lcM1BKh","caus13.MIB","5","Morality","Ignorance","Abnormal",13,"MIB"
"R_3EuNv697lcM1BKh","caus14.RKB","4","Rationality","Knowledge","Abnormal",14,"RKB"
"R_3EuNv697lcM1BKh","caus15.RKG","3","Rationality","Knowledge","Normal",15,"RKG"
"R_3EuNv697lcM1BKh","caus16.MKG","5","Morality","Knowledge","Normal",16,"MKG"
"R_22Prrl5ZIrxC5Qr","caus1.MIG","4","Morality","Ignorance","Normal",1,"MIG"
"R_22Prrl5ZIrxC5Qr","caus2.MIB","4","Morality","Ignorance","Abnormal",2,"MIB"
"R_22Prrl5ZIrxC5Qr","caus3.MKG","6","Morality","Knowledge","Normal",3,"MKG"
"R_22Prrl5ZIrxC5Qr","caus4.MKB","1","Morality","Knowledge","Abnormal",4,"MKB"
"R_22Prrl5ZIrxC5Qr","caus5.MKB","6","Morality","Knowledge","Abnormal",5,"MKB"
"R_22Prrl5ZIrxC5Qr","caus6.MKG","7","Morality","Knowledge","Normal",6,"MKG"
"R_22Prrl5ZIrxC5Qr","caus7.RKB","6","Rationality","Knowledge","Abnormal",7,"RKB"
"R_22Prrl5ZIrxC5Qr","caus8.MKG","7","Morality","Knowledge","Normal",8,"MKG"
"R_22Prrl5ZIrxC5Qr","caus9.RKB","6","Rationality","Knowledge","Abnormal",9,"RKB"
"R_22Prrl5ZIrxC5Qr","caus10.RIG","2","Rationality","Ignorance","Normal",10,"RIG"
"R_22Prrl5ZIrxC5Qr","caus11.RKG","7","Rationality","Knowledge","Normal",11,"RKG"
"R_22Prrl5ZIrxC5Qr","caus12.MKB","2","Morality","Knowledge","Abnormal",12,"MKB"
"R_22Prrl5ZIrxC5Qr","caus13.RIG","5","Rationality","Ignorance","Normal",13,"RIG"
"R_22Prrl5ZIrxC5Qr","caus14.RKG","2","Rationality","Knowledge","Normal",14,"RKG"
"R_22Prrl5ZIrxC5Qr","caus15.MIB","5","Morality","Ignorance","Abnormal",15,"MIB"
"R_22Prrl5ZIrxC5Qr","caus16.MIG","6","Morality","Ignorance","Normal",16,"MIG"
"R_9KqpoaLy2rmFlbr","caus1.MKG","4","Morality","Knowledge","Normal",1,"MKG"
"R_9KqpoaLy2rmFlbr","caus2.MIG","6","Morality","Ignorance","Normal",2,"MIG"
"R_9KqpoaLy2rmFlbr","caus3.RKG","6","Rationality","Knowledge","Normal",3,"RKG"
"R_9KqpoaLy2rmFlbr","caus4.RKG","3","Rationality","Knowledge","Normal",4,"RKG"
"R_9KqpoaLy2rmFlbr","caus5.MIG","4","Morality","Ignorance","Normal",5,"MIG"
"R_9KqpoaLy2rmFlbr","caus6.RKB","5","Rationality","Knowledge","Abnormal",6,"RKB"
"R_9KqpoaLy2rmFlbr","caus7.MKG","3","Morality","Knowledge","Normal",7,"MKG"
"R_9KqpoaLy2rmFlbr","caus9.MKG","5","Morality","Knowledge","Normal",9,"MKG"
"R_9KqpoaLy2rmFlbr","caus10.MKB","3","Morality","Knowledge","Abnormal",10,"MKB"
"R_9KqpoaLy2rmFlbr","caus11.MIG","4","Morality","Ignorance","Normal",11,"MIG"
"R_9KqpoaLy2rmFlbr","caus12.RIG","5","Rationality","Ignorance","Normal",12,"RIG"
"R_9KqpoaLy2rmFlbr","caus13.MIG","3","Morality","Ignorance","Normal",13,"MIG"
"R_9KqpoaLy2rmFlbr","caus14.MKB","3","Morality","Knowledge","Abnormal",14,"MKB"
"R_9KqpoaLy2rmFlbr","caus15.RIG","4","Rationality","Ignorance","Normal",15,"RIG"
"R_9KqpoaLy2rmFlbr","caus16.RKB","6","Rationality","Knowledge","Abnormal",16,"RKB"
"R_3MEBK22uhr6CFcP","caus1.MIB","6","Morality","Ignorance","Abnormal",1,"MIB"
"R_3MEBK22uhr6CFcP","caus2.MKG","7","Morality","Knowledge","Normal",2,"MKG"
"R_3MEBK22uhr6CFcP","caus3.RIG","3","Rationality","Ignorance","Normal",3,"RIG"
"R_3MEBK22uhr6CFcP","caus4.MKG","5","Morality","Knowledge","Normal",4,"MKG"
"R_3MEBK22uhr6CFcP","caus5.MIB","6","Morality","Ignorance","Abnormal",5,"MIB"
"R_3MEBK22uhr6CFcP","caus6.MKG","5","Morality","Knowledge","Normal",6,"MKG"
"R_3MEBK22uhr6CFcP","caus7.MIG","2","Morality","Ignorance","Normal",7,"MIG"
"R_3MEBK22uhr6CFcP","caus8.RIG","4","Rationality","Ignorance","Normal",8,"RIG"
"R_3MEBK22uhr6CFcP","caus9.MKG","5","Morality","Knowledge","Normal",9,"MKG"
"R_3MEBK22uhr6CFcP","caus10.MIG","4","Morality","Ignorance","Normal",10,"MIG"
"R_3MEBK22uhr6CFcP","caus11.RIG","2","Rationality","Ignorance","Normal",11,"RIG"
"R_3MEBK22uhr6CFcP","caus12.MIG","4","Morality","Ignorance","Normal",12,"MIG"
"R_3MEBK22uhr6CFcP","caus13.MKB","5","Morality","Knowledge","Abnormal",13,"MKB"
"R_3MEBK22uhr6CFcP","caus14.RIG","6","Rationality","Ignorance","Normal",14,"RIG"
"R_3MEBK22uhr6CFcP","caus15.MIG","6","Morality","Ignorance","Normal",15,"MIG"
"R_3MEBK22uhr6CFcP","caus16.MKG","2","Morality","Knowledge","Normal",16,"MKG"
"R_3PjYAgoAbRc0dbX","caus1.MIG","7","Morality","Ignorance","Normal",1,"MIG"
"R_3PjYAgoAbRc0dbX","caus2.RIG","3","Rationality","Ignorance","Normal",2,"RIG"
"R_3PjYAgoAbRc0dbX","caus3.RIB","4","Rationality","Ignorance","Abnormal",3,"RIB"
"R_3PjYAgoAbRc0dbX","caus4.MKG","1","Morality","Knowledge","Normal",4,"MKG"
"R_3PjYAgoAbRc0dbX","caus5.RKG","6","Rationality","Knowledge","Normal",5,"RKG"
"R_3PjYAgoAbRc0dbX","caus6.RIB","6","Rationality","Ignorance","Abnormal",6,"RIB"
"R_3PjYAgoAbRc0dbX","caus7.MKG","7","Morality","Knowledge","Normal",7,"MKG"
"R_3PjYAgoAbRc0dbX","caus8.RKB","1","Rationality","Knowledge","Abnormal",8,"RKB"
"R_3PjYAgoAbRc0dbX","caus9.MKG","6","Morality","Knowledge","Normal",9,"MKG"
"R_3PjYAgoAbRc0dbX","caus10.MKB","1","Morality","Knowledge","Abnormal",10,"MKB"
"R_3PjYAgoAbRc0dbX","caus11.RKG","7","Rationality","Knowledge","Normal",11,"RKG"
"R_3PjYAgoAbRc0dbX","caus12.MKG","7","Morality","Knowledge","Normal",12,"MKG"
"R_3PjYAgoAbRc0dbX","caus13.RIB","6","Rationality","Ignorance","Abnormal",13,"RIB"
"R_3PjYAgoAbRc0dbX","caus14.RIB","6","Rationality","Ignorance","Abnormal",14,"RIB"
"R_3PjYAgoAbRc0dbX","caus15.MKG","6","Morality","Knowledge","Normal",15,"MKG"
"R_3PjYAgoAbRc0dbX","caus16.RIG","1","Rationality","Ignorance","Normal",16,"RIG"
"R_1diZdA1StZBl7AT","caus1.RKG","4","Rationality","Knowledge","Normal",1,"RKG"
"R_1diZdA1StZBl7AT","caus2.MIB","6","Morality","Ignorance","Abnormal",2,"MIB"
"R_1diZdA1StZBl7AT","caus3.MIG","1","Morality","Ignorance","Normal",3,"MIG"
"R_1diZdA1StZBl7AT","caus4.RKB","1","Rationality","Knowledge","Abnormal",4,"RKB"
"R_1diZdA1StZBl7AT","caus5.MIB","5","Morality","Ignorance","Abnormal",5,"MIB"
"R_1diZdA1StZBl7AT","caus6.MKG","7","Morality","Knowledge","Normal",6,"MKG"
"R_1diZdA1StZBl7AT","caus7.MKB","2","Morality","Knowledge","Abnormal",7,"MKB"
"R_1diZdA1StZBl7AT","caus8.RIB","2","Rationality","Ignorance","Abnormal",8,"RIB"
"R_1diZdA1StZBl7AT","caus9.MKB","4","Morality","Knowledge","Abnormal",9,"MKB"
"R_1diZdA1StZBl7AT","caus10.MKB","2","Morality","Knowledge","Abnormal",10,"MKB"
"R_1diZdA1StZBl7AT","caus11.RKB","1","Rationality","Knowledge","Abnormal",11,"RKB"
"R_1diZdA1StZBl7AT","caus12.RIG","2","Rationality","Ignorance","Normal",12,"RIG"
"R_1diZdA1StZBl7AT","caus13.RIB","5","Rationality","Ignorance","Abnormal",13,"RIB"
"R_1diZdA1StZBl7AT","caus14.MIB","1","Morality","Ignorance","Abnormal",14,"MIB"
"R_1diZdA1StZBl7AT","caus15.RKB","5","Rationality","Knowledge","Abnormal",15,"RKB"
"R_1diZdA1StZBl7AT","caus16.MIB","1","Morality","Ignorance","Abnormal",16,"MIB"
"R_scF05p8ZB30854B","caus1.MIG","1","Morality","Ignorance","Normal",1,"MIG"
"R_scF05p8ZB30854B","caus2.MIB","1","Morality","Ignorance","Abnormal",2,"MIB"
"R_scF05p8ZB30854B","caus3.RKB","1","Rationality","Knowledge","Abnormal",3,"RKB"
"R_scF05p8ZB30854B","caus4.MKG","1","Morality","Knowledge","Normal",4,"MKG"
"R_scF05p8ZB30854B","caus5.RIG","1","Rationality","Ignorance","Normal",5,"RIG"
"R_scF05p8ZB30854B","caus6.MKG","1","Morality","Knowledge","Normal",6,"MKG"
"R_scF05p8ZB30854B","caus7.MKB","1","Morality","Knowledge","Abnormal",7,"MKB"
"R_scF05p8ZB30854B","caus8.MIB","1","Morality","Ignorance","Abnormal",8,"MIB"
"R_scF05p8ZB30854B","caus9.RKG","1","Rationality","Knowledge","Normal",9,"RKG"
"R_scF05p8ZB30854B","caus10.MIB","1","Morality","Ignorance","Abnormal",10,"MIB"
"R_scF05p8ZB30854B","caus11.RIB","1","Rationality","Ignorance","Abnormal",11,"RIB"
"R_scF05p8ZB30854B","caus12.RIB","1","Rationality","Ignorance","Abnormal",12,"RIB"
"R_scF05p8ZB30854B","caus13.MIG","1","Morality","Ignorance","Normal",13,"MIG"
"R_scF05p8ZB30854B","caus14.RIG","1","Rationality","Ignorance","Normal",14,"RIG"
"R_scF05p8ZB30854B","caus15.MKB","1","Morality","Knowledge","Abnormal",15,"MKB"
"R_scF05p8ZB30854B","caus16.MKG","1","Morality","Knowledge","Normal",16,"MKG"
"R_2SqwWyOBTK9ReoK","caus1.RKB","3","Rationality","Knowledge","Abnormal",1,"RKB"
"R_2SqwWyOBTK9ReoK","caus2.RIB","1","Rationality","Ignorance","Abnormal",2,"RIB"
"R_2SqwWyOBTK9ReoK","caus3.MIB","5","Morality","Ignorance","Abnormal",3,"MIB"
"R_2SqwWyOBTK9ReoK","caus4.MIB","5","Morality","Ignorance","Abnormal",4,"MIB"
"R_2SqwWyOBTK9ReoK","caus5.RKB","6","Rationality","Knowledge","Abnormal",5,"RKB"
"R_2SqwWyOBTK9ReoK","caus6.MKB","5","Morality","Knowledge","Abnormal",6,"MKB"
"R_2SqwWyOBTK9ReoK","caus7.RKG","4","Rationality","Knowledge","Normal",7,"RKG"
"R_2SqwWyOBTK9ReoK","caus8.MIG","3","Morality","Ignorance","Normal",8,"MIG"
"R_2SqwWyOBTK9ReoK","caus9.RIB","3","Rationality","Ignorance","Abnormal",9,"RIB"
"R_2SqwWyOBTK9ReoK","caus10.MKB","6","Morality","Knowledge","Abnormal",10,"MKB"
"R_2SqwWyOBTK9ReoK","caus11.MKB","3","Morality","Knowledge","Abnormal",11,"MKB"
"R_2SqwWyOBTK9ReoK","caus12.MIB","5","Morality","Ignorance","Abnormal",12,"MIB"
"R_2SqwWyOBTK9ReoK","caus13.RIB","4","Rationality","Ignorance","Abnormal",13,"RIB"
"R_2SqwWyOBTK9ReoK","caus14.MKG","7","Morality","Knowledge","Normal",14,"MKG"
"R_2SqwWyOBTK9ReoK","caus15.MIB","5","Morality","Ignorance","Abnormal",15,"MIB"
"R_2SqwWyOBTK9ReoK","caus16.RKG","4","Rationality","Knowledge","Normal",16,"RKG"
"R_1ez3PsrssSbwyI2","caus1.MKG","7","Morality","Knowledge","Normal",1,"MKG"
"R_1ez3PsrssSbwyI2","caus2.MKB","5","Morality","Knowledge","Abnormal",2,"MKB"
"R_1ez3PsrssSbwyI2","caus3.MKB","7","Morality","Knowledge","Abnormal",3,"MKB"
"R_1ez3PsrssSbwyI2","caus4.MIB","1","Morality","Ignorance","Abnormal",4,"MIB"
"R_1ez3PsrssSbwyI2","caus5.RIB","2","Rationality","Ignorance","Abnormal",5,"RIB"
"R_1ez3PsrssSbwyI2","caus6.RKB","4","Rationality","Knowledge","Abnormal",6,"RKB"
"R_1ez3PsrssSbwyI2","caus7.MIG","7","Morality","Ignorance","Normal",7,"MIG"
"R_1ez3PsrssSbwyI2","caus8.MIG","3","Morality","Ignorance","Normal",8,"MIG"
"R_1ez3PsrssSbwyI2","caus9.MIG","6","Morality","Ignorance","Normal",9,"MIG"
"R_1ez3PsrssSbwyI2","caus10.RKG","4","Rationality","Knowledge","Normal",10,"RKG"
"R_1ez3PsrssSbwyI2","caus11.MKB","4","Morality","Knowledge","Abnormal",11,"MKB"
"R_1ez3PsrssSbwyI2","caus12.RIB","4","Rationality","Ignorance","Abnormal",12,"RIB"
"R_1ez3PsrssSbwyI2","caus13.MKB","7","Morality","Knowledge","Abnormal",13,"MKB"
"R_1ez3PsrssSbwyI2","caus14.MIG","6","Morality","Ignorance","Normal",14,"MIG"
"R_1ez3PsrssSbwyI2","caus15.MKB","7","Morality","Knowledge","Abnormal",15,"MKB"
"R_1ez3PsrssSbwyI2","caus16.MKG","3","Morality","Knowledge","Normal",16,"MKG"
"R_1gqMbe4EhnySk7L","caus1.RIB","4","Rationality","Ignorance","Abnormal",1,"RIB"
"R_1gqMbe4EhnySk7L","caus2.RKG","3","Rationality","Knowledge","Normal",2,"RKG"
"R_1gqMbe4EhnySk7L","caus3.MKG","5","Morality","Knowledge","Normal",3,"MKG"
"R_1gqMbe4EhnySk7L","caus4.MKB","3","Morality","Knowledge","Abnormal",4,"MKB"
"R_1gqMbe4EhnySk7L","caus5.RIB","4","Rationality","Ignorance","Abnormal",5,"RIB"
"R_1gqMbe4EhnySk7L","caus6.RKB","4","Rationality","Knowledge","Abnormal",6,"RKB"
"R_1gqMbe4EhnySk7L","caus7.MIG.1","5","Morality","Ignorance","Normal",7,"MIG"
"R_1gqMbe4EhnySk7L","caus8.RIB","2","Rationality","Ignorance","Abnormal",8,"RIB"
"R_1gqMbe4EhnySk7L","caus9.RIG","3","Rationality","Ignorance","Normal",9,"RIG"
"R_1gqMbe4EhnySk7L","caus10.RKB","3","Rationality","Knowledge","Abnormal",10,"RKB"
"R_1gqMbe4EhnySk7L","caus11.RIG","5","Rationality","Ignorance","Normal",11,"RIG"
"R_1gqMbe4EhnySk7L","caus12.MIB","2","Morality","Ignorance","Abnormal",12,"MIB"
"R_1gqMbe4EhnySk7L","caus13.RKB","4","Rationality","Knowledge","Abnormal",13,"RKB"
"R_1gqMbe4EhnySk7L","caus14.RKG","4","Rationality","Knowledge","Normal",14,"RKG"
"R_1gqMbe4EhnySk7L","caus15.MIG","4","Morality","Ignorance","Normal",15,"MIG"
"R_1gqMbe4EhnySk7L","caus16.MIG","3","Morality","Ignorance","Normal",16,"MIG"
"R_27Vbbyyd3BStWIv","caus1.MKG","6","Morality","Knowledge","Normal",1,"MKG"
"R_27Vbbyyd3BStWIv","caus2.MKB","6","Morality","Knowledge","Abnormal",2,"MKB"
"R_27Vbbyyd3BStWIv","caus3.RKB","5","Rationality","Knowledge","Abnormal",3,"RKB"
"R_27Vbbyyd3BStWIv","caus4.MKG","5","Morality","Knowledge","Normal",4,"MKG"
"R_27Vbbyyd3BStWIv","caus5.MIG","5","Morality","Ignorance","Normal",5,"MIG"
"R_27Vbbyyd3BStWIv","caus6.MIG","4","Morality","Ignorance","Normal",6,"MIG"
"R_27Vbbyyd3BStWIv","caus7.MKB","6","Morality","Knowledge","Abnormal",7,"MKB"
"R_27Vbbyyd3BStWIv","caus8.RIG","3","Rationality","Ignorance","Normal",8,"RIG"
"R_27Vbbyyd3BStWIv","caus9.RKG","5","Rationality","Knowledge","Normal",9,"RKG"
"R_27Vbbyyd3BStWIv","caus10.MKG","3","Morality","Knowledge","Normal",10,"MKG"
"R_27Vbbyyd3BStWIv","caus11.RKG","6","Rationality","Knowledge","Normal",11,"RKG"
"R_27Vbbyyd3BStWIv","caus12.MIG","3","Morality","Ignorance","Normal",12,"MIG"
"R_27Vbbyyd3BStWIv","caus13.RKG","5","Rationality","Knowledge","Normal",13,"RKG"
"R_27Vbbyyd3BStWIv","caus14.RIG","3","Rationality","Ignorance","Normal",14,"RIG"
"R_27Vbbyyd3BStWIv","caus15.RKG","5","Rationality","Knowledge","Normal",15,"RKG"
"R_27Vbbyyd3BStWIv","caus16.MIB","3","Morality","Ignorance","Abnormal",16,"MIB"
"R_2rMFWlt0amxGdN3","caus1.MIB","2","Morality","Ignorance","Abnormal",1,"MIB"
"R_2rMFWlt0amxGdN3","caus2.RKG","2","Rationality","Knowledge","Normal",2,"RKG"
"R_2rMFWlt0amxGdN3","caus3.MKB","3","Morality","Knowledge","Abnormal",3,"MKB"
"R_2rMFWlt0amxGdN3","caus4.RKG","1","Rationality","Knowledge","Normal",4,"RKG"
"R_2rMFWlt0amxGdN3","caus5.MKB","2","Morality","Knowledge","Abnormal",5,"MKB"
"R_2rMFWlt0amxGdN3","caus6.MKG","4","Morality","Knowledge","Normal",6,"MKG"
"R_2rMFWlt0amxGdN3","caus7.MIG","6","Morality","Ignorance","Normal",7,"MIG"
"R_2rMFWlt0amxGdN3","caus8.MKG","6","Morality","Knowledge","Normal",8,"MKG"
"R_2rMFWlt0amxGdN3","caus9.MKG","6","Morality","Knowledge","Normal",9,"MKG"
"R_2rMFWlt0amxGdN3","caus10.RKG","4","Rationality","Knowledge","Normal",10,"RKG"
"R_2rMFWlt0amxGdN3","caus11.RIB","5","Rationality","Ignorance","Abnormal",11,"RIB"
"R_2rMFWlt0amxGdN3","caus12.RKB","2","Rationality","Knowledge","Abnormal",12,"RKB"
"R_2rMFWlt0amxGdN3","caus13.RIB","6","Rationality","Ignorance","Abnormal",13,"RIB"
"R_2rMFWlt0amxGdN3","caus14.RKG","6","Rationality","Knowledge","Normal",14,"RKG"
"R_2rMFWlt0amxGdN3","caus15.MIB","4","Morality","Ignorance","Abnormal",15,"MIB"
"R_2rMFWlt0amxGdN3","caus16.RKG","3","Rationality","Knowledge","Normal",16,"RKG"
"R_2q2I8pFfFiRJg8e","caus1.RKG","7","Rationality","Knowledge","Normal",1,"RKG"
"R_2q2I8pFfFiRJg8e","caus2.MKB","6","Morality","Knowledge","Abnormal",2,"MKB"
"R_2q2I8pFfFiRJg8e","caus3.MIG","1","Morality","Ignorance","Normal",3,"MIG"
"R_2q2I8pFfFiRJg8e","caus4.MIG","1","Morality","Ignorance","Normal",4,"MIG"
"R_2q2I8pFfFiRJg8e","caus5.RIB","1","Rationality","Ignorance","Abnormal",5,"RIB"
"R_2q2I8pFfFiRJg8e","caus6.MIG","4","Morality","Ignorance","Normal",6,"MIG"
"R_2q2I8pFfFiRJg8e","caus7.RIG","5","Rationality","Ignorance","Normal",7,"RIG"
"R_2q2I8pFfFiRJg8e","caus8.RIG","2","Rationality","Ignorance","Normal",8,"RIG"
"R_2q2I8pFfFiRJg8e","caus9.RKB","4","Rationality","Knowledge","Abnormal",9,"RKB"
"R_2q2I8pFfFiRJg8e","caus10.RKG","6","Rationality","Knowledge","Normal",10,"RKG"
"R_2q2I8pFfFiRJg8e","caus11.MIB","2","Morality","Ignorance","Abnormal",11,"MIB"
"R_2q2I8pFfFiRJg8e","caus12.RIB","1","Rationality","Ignorance","Abnormal",12,"RIB"
"R_2q2I8pFfFiRJg8e","caus13.RIG","4","Rationality","Ignorance","Normal",13,"RIG"
"R_2q2I8pFfFiRJg8e","caus14.RIG","4","Rationality","Ignorance","Normal",14,"RIG"
"R_2q2I8pFfFiRJg8e","caus15.RIG","3","Rationality","Ignorance","Normal",15,"RIG"
"R_2q2I8pFfFiRJg8e","caus16.MKB","4","Morality","Knowledge","Abnormal",16,"MKB"
"R_3KC5mJqulG2txoG","caus1.MKG","7","Morality","Knowledge","Normal",1,"MKG"
"R_3KC5mJqulG2txoG","caus2.MIG","2","Morality","Ignorance","Normal",2,"MIG"
"R_3KC5mJqulG2txoG","caus3.RIB","1","Rationality","Ignorance","Abnormal",3,"RIB"
"R_3KC5mJqulG2txoG","caus4.RKG","1","Rationality","Knowledge","Normal",4,"RKG"
"R_3KC5mJqulG2txoG","caus5.MKB","6","Morality","Knowledge","Abnormal",5,"MKB"
"R_3KC5mJqulG2txoG","caus6.MIB","4","Morality","Ignorance","Abnormal",6,"MIB"
"R_3KC5mJqulG2txoG","caus7.MKG","7","Morality","Knowledge","Normal",7,"MKG"
"R_3KC5mJqulG2txoG","caus8.MKB","2","Morality","Knowledge","Abnormal",8,"MKB"
"R_3KC5mJqulG2txoG","caus9.MIG","1","Morality","Ignorance","Normal",9,"MIG"
"R_3KC5mJqulG2txoG","caus10.RIG","5","Rationality","Ignorance","Normal",10,"RIG"
"R_3KC5mJqulG2txoG","caus11.RKB","7","Rationality","Knowledge","Abnormal",11,"RKB"
"R_3KC5mJqulG2txoG","caus12.RIG","1","Rationality","Ignorance","Normal",12,"RIG"
"R_3KC5mJqulG2txoG","caus13.MKB","4","Morality","Knowledge","Abnormal",13,"MKB"
"R_3KC5mJqulG2txoG","caus14.MIB","4","Morality","Ignorance","Abnormal",14,"MIB"
"R_3KC5mJqulG2txoG","caus15.RIB","1","Rationality","Ignorance","Abnormal",15,"RIB"
"R_3KC5mJqulG2txoG","caus16.RIG","1","Rationality","Ignorance","Normal",16,"RIG"
"R_6KGmYUMcgxjQ8AJ","caus1.MKG","7","Morality","Knowledge","Normal",1,"MKG"
"R_6KGmYUMcgxjQ8AJ","caus2.RKG","1","Rationality","Knowledge","Normal",2,"RKG"
"R_6KGmYUMcgxjQ8AJ","caus3.RIB","5","Rationality","Ignorance","Abnormal",3,"RIB"
"R_6KGmYUMcgxjQ8AJ","caus4.RIB","3","Rationality","Ignorance","Abnormal",4,"RIB"
"R_6KGmYUMcgxjQ8AJ","caus5.RKB","3","Rationality","Knowledge","Abnormal",5,"RKB"
"R_6KGmYUMcgxjQ8AJ","caus6.RKG","7","Rationality","Knowledge","Normal",6,"RKG"
"R_6KGmYUMcgxjQ8AJ","caus7.RIB","3","Rationality","Ignorance","Abnormal",7,"RIB"
"R_6KGmYUMcgxjQ8AJ","caus8.MIG","5","Morality","Ignorance","Normal",8,"MIG"
"R_6KGmYUMcgxjQ8AJ","caus9.RKG","5","Rationality","Knowledge","Normal",9,"RKG"
"R_6KGmYUMcgxjQ8AJ","caus10.MKG","1","Morality","Knowledge","Normal",10,"MKG"
"R_6KGmYUMcgxjQ8AJ","caus11.MIG","6","Morality","Ignorance","Normal",11,"MIG"
"R_6KGmYUMcgxjQ8AJ","caus12.RIG","2","Rationality","Ignorance","Normal",12,"RIG"
"R_6KGmYUMcgxjQ8AJ","caus13.RIG","7","Rationality","Ignorance","Normal",13,"RIG"
"R_6KGmYUMcgxjQ8AJ","caus14.MIB","4","Morality","Ignorance","Abnormal",14,"MIB"
"R_6KGmYUMcgxjQ8AJ","caus15.MIG","4","Morality","Ignorance","Normal",15,"MIG"
"R_6KGmYUMcgxjQ8AJ","caus16.RIB","3","Rationality","Ignorance","Abnormal",16,"RIB"
"R_11bFqHsy4lHKXGM","caus1.RKB","1","Rationality","Knowledge","Abnormal",1,"RKB"
"R_11bFqHsy4lHKXGM","caus2.MIB","1","Morality","Ignorance","Abnormal",2,"MIB"
"R_11bFqHsy4lHKXGM","caus3.RIB","3","Rationality","Ignorance","Abnormal",3,"RIB"
"R_11bFqHsy4lHKXGM","caus4.MIB","1","Morality","Ignorance","Abnormal",4,"MIB"
"R_11bFqHsy4lHKXGM","caus5.MKB","3","Morality","Knowledge","Abnormal",5,"MKB"
"R_11bFqHsy4lHKXGM","caus6.MIB","3","Morality","Ignorance","Abnormal",6,"MIB"
"R_11bFqHsy4lHKXGM","caus7.RKB","2","Rationality","Knowledge","Abnormal",7,"RKB"
"R_11bFqHsy4lHKXGM","caus8.RIB","1","Rationality","Ignorance","Abnormal",8,"RIB"
"R_11bFqHsy4lHKXGM","caus9.RIB","3","Rationality","Ignorance","Abnormal",9,"RIB"
"R_11bFqHsy4lHKXGM","caus10.MKB","2","Morality","Knowledge","Abnormal",10,"MKB"
"R_11bFqHsy4lHKXGM","caus11.MIB","2","Morality","Ignorance","Abnormal",11,"MIB"
"R_11bFqHsy4lHKXGM","caus12.RKG","2","Rationality","Knowledge","Normal",12,"RKG"
"R_11bFqHsy4lHKXGM","caus13.RKB","3","Rationality","Knowledge","Abnormal",13,"RKB"
"R_11bFqHsy4lHKXGM","caus14.RKB","2","Rationality","Knowledge","Abnormal",14,"RKB"
"R_11bFqHsy4lHKXGM","caus15.MKG","3","Morality","Knowledge","Normal",15,"MKG"
"R_11bFqHsy4lHKXGM","caus16.MKG","2","Morality","Knowledge","Normal",16,"MKG"
"R_1dgLecrcU5qQ2Ea","caus1.RKG","3","Rationality","Knowledge","Normal",1,"RKG"
"R_1dgLecrcU5qQ2Ea","caus2.RKB","3","Rationality","Knowledge","Abnormal",2,"RKB"
